feature,mean_abs_shap
total_off_points,0.18433917888685392
total_tds,0.10349120164067573
pass_pct_defense,0.049755711126550445
total_off_yards,0.04690513549767159
rec_td_pct,0.035285700782261044
receiving_touchdown,0.02895023741835607
td_pct,0.014732464550910323
ypa,0.01181058223932069
