feature,mean_abs_shap
total_off_points,0.11970777376208916
total_off_yards,0.04806598557856567
total_tds,0.043547982158875606
pass_pct_defense,0.03346673693041965
receiving_touchdown,0.02375868558971923
td_pct,0.017540378587614383
rec_td_pct,0.015595411325732915
ypa,0.010617917080853393
